product_id,user_id,user,rating
190,107,a*****h,3
190,108,n*****e,3
190,109,h*****2,3
190,110,d*****7,3
190,111,oanhphong18,3
190,112,_hungta_,3
190,113,thanhthetv91,3
190,114,thuydung31071996,3
190,115,a*****7,3
190,116,hoangvuong0615202,3
190,117,6x2gyjh41o,3
190,118,trungduong1999,3
190,119,linhdikc,3
190,120,caongocdan1,3
190,121,bapngo1992,3
190,122,phanvandien_96,3
190,123,hipppppppppppp,3
190,124,tuan.._....mww,3
190,125,ttruongtre,3
190,126,skincare_ht,3
190,127,samboutique123,3
190,128,haomonkinhmongba,3
190,129,minh_tay_do,3
190,130,nguyentrungtincorbin,3
190,131,changg3014,3
190,132,n*****0,3
190,133,nguyencuong1080,3
190,134,tf6qsrnnyf,3
190,135,wildfresh,3
190,136,son05_06,3
190,137,an_dep_trai_dang_yeu,3
190,138,nguyenanhquoc2047498,3
190,139,nhim290204,3
190,140,tron000,3
190,141,nbvghbjib,3
190,142,tongdoitnxphaiphong,3
190,143,anthonytran7911,3
190,144,hai0763225089,3
190,145,allen150998,3
190,146,minhsang_98,3
190,147,2zbhs4byeo,3
190,148,zimhongphong,2
190,149,thanhvien200,2
190,150,binh_giang.95,2
190,151,anh_tuu0401,2
190,152,thuyduong10492,2
190,153,namtu0605,2
190,154,plbigg,2
190,155,cmpnlgeehh,2
190,156,vuzabpfiux,2
190,157,thachbg02,2
190,158,quangvu291188,2
190,159,t*****2,1
190,160,phat092k1,1
190,161,thanhthanh128,1
190,162,b*****n,1
190,163,hauduccao,1
190,164,t*****9,1
190,165,i2l_gc10vu,1
190,166,nguyenductrong22102003,1
190,167,t*****8,1
190,168,ductin270797,1
190,169,7777jan7777,1
190,170,letan_1988,1
190,165,i2l_gc10vu,1
190,171,m*****t,1
190,172,cuonghugo1718,1
190,173,limlim9595,1
190,174,tatiendat07,1
190,175,nguyennhuvuvu,1
190,176,7*****9,1
190,177,5s3_jfncgy,1
190,178,quocthai0202,1
190,179,datloanvb,1
190,180,baia.swimwear,1
190,181,s*****g,1
190,182,phansama,1
191,183,ccccuonggggg,5
191,184,tuandon2002,5
191,185,chamiii1103,5
191,186,bichthuytrinh2603,5
191,187,ntrkhanh2101,5
191,188,lengocmai.m2018,5
191,189,nammbao,5
191,190,522rlt2il_,5
191,191,boy1champ11042005,5
191,192,juneinguyen,5
191,193,q*****l,5
191,194,chetranggg,5
191,195,3*****9,5
191,196,dungvuvucutie,5
191,197,msin79,5
191,198,luonghang06,5
191,199,Người dùng Shopee,5
191,200,c*****o,5
191,200,c*****o,5
191,201,ngocquy2707,5
191,202,tiplgoe9b5,5
191,203,minhvuql,5
191,204,thuy1292,5
191,205,caocris,5
191,206,bebong_2k3,5
191,199,Người dùng Shopee,5
191,207,emtho8tuoi,5
191,208,trangcoca12345,5
191,209,totram2820,5
191,210,kinnguyn236,5
191,211,hcleather1989,5
191,212,n*****7,5
191,213,thuphuong89,5
191,214,dieuanhnguyen91,5
191,59,m*****a,5
191,215,xuanphuongngoc,5
191,216,t*****b,5
191,217,nguyenloi1963,5
191,218,phuongle_997,5
191,219,longha1708,5
191,220,tibi_pham,5
191,221,dieulinh14052005,5
191,222,l*****0,5
191,223,hoanggg.haaa,5
191,217,nguyenloi1963,5
191,224,calllily1908,5
191,225,kieuvanls77,5
191,226,t*****u,5
191,227,thuyle311,5
191,228,c*****k,5
191,229,linh_25.12,5
191,230,p*****6,5
191,231,nguyenngocanh_766,5
191,232,vc18v18o20,5
191,233,levietanh3004,4
191,234,b*****9,4
191,235,twinyypie,4
191,236,quangbm510,4
191,109,h*****2,4
191,171,m*****t,4
191,237,raucau3dtuananh,4
191,238,nguyenson0909,4
191,239,lethihuyenthoai958,4
191,240,d*****4,4
191,241,t*****5,4
191,242,m*****3,4
191,243,quy180288,4
191,244,kagome1,4
191,245,trucly061092,4
191,246,hoaxik13,4
191,247,vuvanloitam,4
191,248,giophabi,4
191,249,d*****5,4
191,250,h*****6,4
191,251,duongboo98,4
191,252,nguyenphuocthinh94,4
191,253,hominhduc12312323354,4
191,254,phamhieu98_,4
191,255,com_in,4
191,256,xqeostn74bzv1jc3yc0ysha8eglr,4
191,257,j*****y,4
191,258,ddh2505,4
191,259,haduythanh199x,4
191,260,levonhatanh123,4
191,261,datnguyen481,4
191,262,minhtrirap,4
191,263,duong2601oke,4
191,264,phongpham019,4
191,265,viquybk,4
191,266,hoainamdangieu,4
191,267,impaul12,4
191,268,minminlele,4
191,269,itsmehuyhuy,4
191,270,congtrinh666,4
191,271,dung.nguyenq,4
191,272,lagianguyen,4
191,273,ngoc8_anh8,4
191,274,a_banana,4
191,275,embegieptong,4
191,276,vananh07072007,4
191,277,dung3620,4
191,278,nam182,4
191,279,vemobile,4
191,280,linhdieu304,4
191,281,uyen280796,4
191,282,xuongonlinechuyensi,4
191,283,hnglth392,4
191,284,anhbi007,4
191,285,tqt078,3
191,286,c*****2,3
191,287,huynhkhai85,3
191,288,h*****l,3
191,289,d*****n,3
191,290,mapu1203,3
191,291,khu5kumeo1,3
191,292,qz46slr4c0,3
191,241,t*****5,3
191,167,t*****8,3
191,293,phuhao3121990,3
191,294,dangmanhtien,3
191,295,d*****9,3
191,296,liningsporthanoi,3
191,297,noithatfunhouse,3
191,298,tieulym31,3
191,299,t*****t,3
191,300,a*****a,3
191,301,huyenvy186,3
191,302,xavaihuongdowny,3
191,303,trngphihng842,3
191,304,f*****z,3
191,305,kiendang00241,3
191,306,kietnguyen348,3
191,307,taratez123,3
191,308,lovanphuing,3
191,309,chidotoji88,3
191,310,thanhdanh1208888,3
191,141,nbvghbjib,3
191,311,legiaman1007,3
191,312,mrhoanglong12,3
191,313,cuntho2006,3
191,199,Người dùng Shopee,3
191,314,lallemimi,2
191,315,thichthenao1997,2
191,316,nguyenhobaoan18,1
191,317,lynguyen445gg,1
191,318,beoxu89,1
191,319,huuphuoc260,1
191,320,9*****h,1
191,321,tranthixuanhn,1
191,322,phandai3103,1
191,109,h*****2,1
191,323,vxr91qrree,1
191,324,t*****3,1
192,325,honglocngo,5
192,326,dokiencuong2k2,5
192,327,myngantran13,5
192,40,t*****0,5
192,328,xuantruong25204,5
192,329,khoanguyen04122,5
192,330,den2closet,5
192,331,thailinh39,5
192,332,julianguyen_1708.chienhung,5
192,333,hothanhthanh72,5
192,334,huetran0512,5
192,335,wiqqisheng123,5
192,336,annhien_96tc,5
192,337,lyngocphuonguyen,5
192,338,maikimthi165,5
192,339,anluong2403,5
192,340,yenvy0123456789,5
192,341,n*****3,5
192,342,quangphan2k1nx,5
192,343,thach204,5
192,86,c*****0,5
192,344,vuluu2703,5
192,345,lqminh1712,5
192,346,hungsl789,5
192,347,j*****_,5
192,348,rolymap,5
192,349,_452tb5401,5
192,350,thudien1122,5
192,351,huyngoc912,5
192,352,duykhanhhero1,5
192,353,aype3184,5
192,354,h*****0,5
192,355,ngoc1366789,5
192,356,spsky746,5
192,357,minhanh135243,5
192,358,zinhvo_98,5
192,359,micky2303,5
192,360,o*****3,5
192,361,rlf35rcfne,5
192,362,s*****r,5
192,363,ngyenlinh222,5
192,364,t*****_,5
192,299,t*****t,5
192,365,l*****3,5
192,366,daobachyen151092,5
192,367,nhungtran0608,5
192,368,n*****n,5
192,369,i*****h,5
192,370,p*****4,5
192,371,tuanchoco192,5
192,299,t*****t,5
192,372,truongtuan240998,5
192,373,ngodung1510,5
192,374,gia_an_pn,5
192,375,thcanh12,4
192,376,hanhdo1204,4
192,377,nhando94,4
192,378,dinhphamhainam2022,4
192,379,hoanglan1904,4
192,380,diemtrinh1309,4
192,381,a*****y,4
192,382,royalpham10,4
192,383,dokinhnguyen,4
192,199,Người dùng Shopee,4
192,384,kenbijjin,4
192,385,l*****a,4
192,386,tochi20,4
192,387,lathuhien.kids,4
192,80,d*****3,4
192,388,ttrantien2802,4
192,389,d*****8,4
192,390,thien_tinh128,4
192,391,nhiutommy,4
192,392,huynh_tam,4
192,63,l*****6,4
192,393,ngovankhoe,4
192,394,m*****e,4
192,50,h*****8,4
192,395,_*****.,4
192,396,thuhoang0911,4
192,397,kien171220,4
192,398,q*****e,4
192,399,sh0ppie,4
192,400,a*****4,4
192,401,hanquanghuylop10a2,4
192,402,letuhao0911,4
192,403,cunbe1106,4
192,404,nguyen_lel,4
192,405,sherlockhom,4
192,406,b*****j,4
192,407,trungtai77,4
192,408,trungnv2002,4
192,409,oyoitjnm9p,4
192,410,f*****a,4
192,411,tuviet123,4
192,412,lyvandong1,4
192,413,nguyenphuoc2411,4
192,414,tuanthanh7127,4
192,415,leminh.cdct,4
192,416,khaduong89,4
192,417,tichuot266,4
192,418,anhnguyen0394,4
192,419,yteminhquan,4
192,420,thanhtho899,4
192,421,bsstingerboy,4
192,422,hoangchan9999,4
192,423,trandinhcong3004,4
192,424,me_3004,4
192,425,bebolep,3
192,426,phuongmiuthai,3
192,427,10kderg4p0,3
192,428,manh_cuong07,3
192,429,bin_may_tinh,3
192,430,d*****h,3
192,431,ngan775545,3
192,432,botayvoishopluon,3
192,433,hellotuyenday,3
192,434,9s_rc5a5d9,3
192,324,t*****3,3
192,435,tuyetdt2001,3
192,436,camtuyen29041992,3
192,437,heoxitee,3
192,438,longnguyen0411,3
192,439,xon199,3
192,440,s*****u,3
192,441,vn3849_93270,3
192,442,kotobakatou,3
192,443,dienmanhnt,3
192,444,chuxinh1809,3
192,445,t*****i,3
192,446,olawithbae217,3
192,447,l*****y,3
192,448,sasukeboy,3
192,415,leminh.cdct,3
192,449,nguyenmanhtie,3
192,450,m*****5,3
192,451,mrlee195,3
192,452,giankiennb,3
192,453,bomebaochau,3
192,454,lethanhtai1993,3
192,455,o6e8mdizll,3
192,456,luongngocanh90,3
192,457,tuongvyyyyy10504,3
192,458,vutuananh9296,3
192,459,hoangcuong126,3
192,460,phanthanhchung5696,3
192,461,c2wpyhn8cj,3
192,462,hoangduy0974,3
192,463,0363415377l,3
192,464,thidonghangnguyen,3
192,465,dochitong14051997,3
192,466,b*****4,3
192,467,10062000tta,3
192,468,m83fzo6t8n,3
192,469,nhuyto1996,3
192,470,thanhpiz,3
192,471,chipanhu,3
192,472,cyntbi,3
192,473,huynh448,3
192,474,u*****2,3
192,475,2*****e,3
192,476,minhhang110984,2
192,477,haile37,2
192,478,n*****r,2
192,479,fhbu8gloob,2
192,295,d*****9,2
192,480,meomeonacute123,2
192,481,b*****3,2
192,482,lck8_im649,2
192,483,vanviet998,2
192,484,tuyenminh_2210,2
192,485,juri.vuivee,2
192,486,h*****4,2
192,487,vee.1403,2
192,199,Người dùng Shopee,2
192,105,h*****5,1
192,488,ansokind,1
192,234,b*****9,1
192,489,hoatngo_132712,1
192,490,trongnhan1212,1
192,491,mr.truong88,1
192,492,gymsvisng,1
192,493,bionatura,1
192,494,sitintcag,1
192,495,khangtt92,1
192,496,_*****a,1
192,497,hrvhtikhiq,1
192,498,hdman__,1
192,499,acmapuu,1
192,500,lamyen1610,1
193,501,khoiminh832,5
193,502,thao311091,5
193,503,l*****n,5
193,504,k*****a,5
193,505,t*****6,5
193,159,t*****2,5
193,506,m*****2,5
193,507,trangthien157,5
193,508,akuma124,5
193,509,phuong_thao88,5
193,510,hieuuhieu,5
193,511,toan121994,5
193,49,d*****1,5
193,512,c*****i,5
193,513,n*****.,5
193,514,thaolun_123.,5
193,515,codongneu,5
193,516,linhlem211176,5
193,108,n*****e,5
193,517,thientrangtv,5
193,518,ahnahnluv,5
193,519,qj64_15eay,5
193,520,uyenoknhe,5
193,521,hanhnguyen1203,5
193,522,buiduy2016,5
193,523,h*****o,5
193,524,c*****6,5
193,525,hoanlemo,5
193,526,tutrinh.1234,5
193,527,dieproicute,5
193,528,hoannd3,5
193,526,tutrinh.1234,5
193,529,huyentrang3397,5
193,530,nguyenphong._87,5
193,531,caokhiet_11.87,5
193,529,huyentrang3397,5
193,532,h*****9,5
193,533,v*****0,5
193,532,h*****9,5
193,534,hotrungkien0710,5
193,535,m*****6,5
193,536,minhvan95alhp,5
193,537,hieule2505,5
193,537,hieule2505,5
193,538,nguyenthithanhtam00,5
193,65,p*****8,5
193,504,k*****a,5
193,539,nhabbb,5
193,540,ngmaiphuong,5
193,65,p*****8,5
193,541,h*****3,5
193,542,trangpm,5
193,543,doveuyen,5
193,544,nyhuynh_makeup,5
193,545,c*****g,4
193,546,thao.tran.1992,4
193,547,h*****c,4
193,548,leloan2015,4
193,549,l*****2,4
193,57,t*****7,4
193,550,k*****5,4
193,551,v*****9,4
193,552,huygiang10,4
193,553,arthurlamlinh,4
193,554,kinwups1402,4
193,555,duckhanhbg,4
193,556,v*****s,4
193,557,j*****8,4
193,558,maixuantrong,4
193,559,thegioilamdepp,4
193,560,quocan19072004,4
193,561,dangduchung2012,4
193,159,t*****2,4
193,562,_tramie05_,4
193,563,nguyentruongthi1978,4
193,564,daovietnguyen,4
193,565,nguyenthimytrangusa,4
193,566,taphoaduong,4
193,567,famichi,4
193,568,the903,4
193,569,lenam1579,4
193,570,dinhquangthanh1,4
193,571,bgthao,4
193,572,bong2hand,4
193,573,thuynguyenkim123_yb,4
193,574,congminhnguyen0195,4
193,575,taitien12345678,4
193,199,Người dùng Shopee,4
193,576,nguyenngocnemchua,4
193,199,Người dùng Shopee,4
193,577,daoducan1991,4
193,578,donedao,4
193,579,canhdonghoangvu7,4
193,580,feeltheflash,4
193,581,dch7999,4
193,582,v*****5,4
193,583,decaltunglam,4
193,584,phihunhphi,4
193,585,abcblb,4
193,586,phannhatrinh010703,4
193,587,mr.hieu96,4
193,588,huynngc587,4
193,589,tuananhc2tt,4
193,590,nguyenvietxa,4
193,591,auhuynhhh144,4
193,592,jimvn,4
193,593,mestuan,4
193,594,a*****3,3
193,595,hangnguyen_zkt,3
193,596,o*****0,3
193,597,t*****y,3
193,598,electrictown,3
193,599,thunta0504,3
193,600,trongthanh_72,3
193,601,linhanh5191,3
193,602,shopcuong76,3
193,603,buimyle,3
193,604,g.e.m.n,3
193,605,12nsphtr0a,3
193,606,sangdanghuu,3
193,607,cardlots,3
193,608,u*****7,3
193,609,congyno,3
193,610,tranhuyentht,3
193,611,autumn1369,3
193,612,shopdochoigiare34,3
193,613,thanhthuydo87,3
193,614,tuanduong66,3
193,615,hhkk0307,3
193,616,huongdung8684,3
193,617,gaugoku,3
193,618,friends93,3
193,619,9do05_s5b9,3
193,620,becontinhcam,3
193,621,lengocmai_103,3
193,622,hoangqn98u,3
193,623,c*****n,3
193,624,hoantp1,3
193,625,galaxyiv,3
193,626,tangthuyduong,3
193,627,anhanhbk,3
193,502,thao311091,3
193,628,vuhuyentrang210787,3
193,629,hanabee2018,3
193,630,lelamnghia2006,3
193,631,annyphamlk,3
193,632,xxolaxx,3
193,633,damthehuu1982,3
193,634,hagattini,3
193,199,Người dùng Shopee,3
193,635,namhuy9999,3
193,636,khlyyyyy2311,3
193,637,phamhung12101972,3
193,638,phonggka,3
193,639,nguyenquangtuan1410,3
193,640,trandatbombom,3
193,641,anhthu751999,3
193,642,quoc.tuong,3
193,643,hanapganmotti,3
193,644,oq0le6y2lu,3
193,524,c*****6,2
193,645,oniasura,2
193,646,bothiphuong1994,2
193,647,tokxu95hd,2
193,648,thomun1,2
193,649,phamtatthanh1102,2
193,650,q*****1,2
193,651,tanninh93,2
193,652,cuongbtlc,2
193,653,ximk_b45l6,2
193,654,kimlan122016,2
193,655,suti_baochau,2
193,656,toto2018,2
193,657,huy.long,2
193,658,thienthien95er,2
193,659,gdkaw,2
193,660,x*****0,2
193,661,nguyen_nna,2
193,662,top_of_top,1
193,663,b*****h,1
193,664,b*****a,1
193,665,g26v9m5r9e,1
193,666,dhssjdfdn,1
193,667,nguyetvu987,1
193,164,t*****9,1
193,309,chidotoji88,1
193,668,soixom,1
193,669,tanvancuong01674085565,1
193,670,thang0981956504,1
193,671,tienwin007,1
193,341,n*****3,1
193,672,lonto002,1
193,673,mybe04,1
193,674,minhdt138,1
193,675,kuna.uyen,1
193,676,nguyenbak,1
193,677,nguyenlanyk,1
193,678,huynhngochaidang1205,1
193,679,tannguyentq,1
193,680,thanhart59,1
193,681,giakhang962017,1
193,682,banphuongnam2,1
193,683,vinh27092006,1
194,684,lamthanhnguyen1992,5
194,685,thinhnguyn027,5
194,686,baominhbui0102,5
194,687,techtrend.vn,5
194,688,t*****g,5
194,689,lan060196,5
194,690,ptd9898,5
194,691,thang_dong.269,5
194,692,vyninhbinh,5
194,693,v*****h,5
194,692,vyninhbinh,5
194,694,o*****i,5
194,691,thang_dong.269,5
194,695,baolazio,5
194,696,phamthihoanglansau,5
194,697,conheomup,5
194,698,d*****0,5
194,699,e*****y,5
194,700,lynhathoa,5
194,324,t*****3,5
194,701,h*****e,5
194,702,mecuachanh,5
194,703,tonybi46,5
194,704,l*****h,5
194,705,hoangbach03032016,5
194,706,f*****f,5
194,707,ngaiyeuthuong,5
194,708,thanhhaphan,5
194,709,htrang3010,5
194,710,m*****n,5
194,711,h*****i,5
194,712,n*****8,5
194,713,thanhthai2315,5
194,714,manhnguyet1995,5
194,715,le0508,5
194,716,hongngocspa,5
194,717,nvphukien,5
194,718,tonyhieu28,5
194,719,nguyenminhtri2212,5
194,242,m*****3,5
194,720,7vn0wjcizc5cmbda95zndjhu21cb,5
194,721,thanh0819981998,5
194,722,linhxinh986,5
194,723,m*****4,5
194,724,letruongtuan_1,5
194,725,dang_thuy1606.,5
194,726,dothicong,5
194,727,pnhoang387,5
194,728,ngocsuongclothing,5
194,693,v*****h,5
194,729,camphuong.nguyen,5
194,730,giangnari1990,5
194,731,forum8,4
194,732,vongockhanh2409,4
194,733,duyzip,4
194,734,3yzj1na6nw,4
194,735,datngo2310,4
194,736,b*****s,4
194,737,9oweqqs992,4
194,738,tinhkska,4
194,739,gw29flb_34,4
194,740,nemayr,4
194,741,phuong0534,4
194,742,t*****n,4
194,743,gzea9thy2g,4
194,744,khongcanbietphuong,4
194,745,ledinhmanh432,4
194,746,bishub,4
194,747,nguyen_duy_hung_1994,4
194,748,xuuhue,3
194,749,pham_khanh_huyen96,3
194,750,diennguyen37,3
194,751,phamson268,3
194,752,nng.vi,3
194,753,minh.cuong0403,3
194,754,dangvantrung134,3
194,755,p*****.,3
194,756,myzizu185,1
194,757,nguyenthingoc139,1
194,341,n*****3,1
195,758,nam9492,5
195,759,gotinolong,5
195,760,qthatrinh,5
195,466,b*****4,5
195,761,quyenzc23,5
195,762,nguyenlinh3746,5
195,763,hoahuongduong2880._,5
195,764,phamthanhhao_2102,5
195,765,q*****0,5
195,766,n*****4,5
195,767,e*****7,5
195,768,n*****6,5
195,769,23082006t,5
195,770,nguyenbiru,5
195,771,zbipbiz,5
195,772,thanhhang1506helen,5
195,324,t*****3,5
195,773,sticker.store,5
195,774,q*****9,5
195,775,phuthanhbeo24,5
195,776,hamaihue95,5
195,777,marsssc,5
195,505,t*****6,5
195,778,samvara.shop,5
195,778,samvara.shop,5
195,779,lmkdeptrai,5
195,132,n*****0,5
195,780,c*****3,5
195,781,nguyenannhiennana,5
195,782,qdang813,5
195,783,vuthingan1986,5
195,784,kimtaethu,5
195,159,t*****2,5
195,785,hoangmalhop01,5
195,786,v*****a,5
195,787,nguyenhanh0901,5
195,788,tinhdi250,5
195,789,thanhtam_230,5
195,790,lamchu167,5
195,791,camtucau1991,5
195,792,nhunqbeo,5
195,793,dirmitri,5
195,794,lamtctv11a1,5
195,795,h*****1,5
195,796,ajnbbdhe,5
195,797,phat05061999,5
195,798,dongoctramy2011,5
195,799,d*****.,5
195,50,h*****8,5
195,782,qdang813,5
195,800,lynhngady,5
195,801,le161299,5
195,250,h*****6,5
195,802,duongquocduy2003,5
195,766,n*****4,4
195,803,749zlloemd,4
195,804,p*****n,4
195,805,ledu6986,4
195,806,chutuandat,4
195,286,c*****2,4
195,807,buiquangluan,4
195,808,y*****1,4
195,809,aleestore,4
195,810,vfvheyymud,4
195,341,n*****3,4
195,811,kientran1701,4
195,812,hieuk3sh48123,4
195,813,quyentrunglam,4
195,814,tranmaibinhtrong,4
195,535,m*****6,4
195,815,levietau2003,4
195,816,linhle15031989,4
195,742,t*****n,4
195,817,nhutdh,4
195,818,quangphuccuong,4
195,819,ducminhnguyen183,4
195,820,vannam91pt,4
195,821,p5wkhpwx_0,4
195,822,vietxieuu,4
195,823,xuantuan9125,4
195,824,quocviet220703,4
195,825,xaumachanh1133,4
195,826,_thanhtan24,4
195,827,omega200,4
195,828,duybinh1990,4
195,829,e*****e,4
195,830,queenq.168,4
195,831,t*****1,4
195,832,chuminhduong,4
195,833,g4a9jm8rub,4
195,834,vannnd,4
195,835,hiepcoy,4
195,836,anhnguyen.tb90,4
195,837,dinhtienthanh22,4
195,838,thanhduy8693,3
195,839,h*****t,3
195,840,.*****i,3
195,841,g78qyormh2,3
195,842,nga13021995,3
195,843,c*****9,3
195,844,m*****0,3
195,845,duonghieu30081996,3
195,846,buimanhlinh1493,3
195,847,hoang.ngoctuan,3
195,848,luunamhai567,3
195,849,chauvip9999,3
195,830,queenq.168,3
195,850,28ldrbfbpo,3
195,851,giangtran141190,3
195,852,h*****u,3
195,853,nhannghia55899,3
195,854,trangbee1410,3
195,855,kimngocmd,2
195,856,vuk213,2
195,857,phttn913,2
195,858,tramy0112.,2
195,859,huangocanh2018,2
195,860,n*****1,1
195,861,khadarest,1
195,862,hoanglong951,1
195,863,q*****i,1
195,864,danggiang.pr,1
195,865,soosuanh,1
195,866,pham_duyhieu,1
195,867,maitanhungnhe,1
195,868,chontamhue,1
195,57,t*****7,1
195,869,thuhinphm823,1
196,870,giahanme,5
196,871,thangthitam90,5
196,872,thuongphan1234,5
196,873,m.i.n.h.h.u.y.e.n,5
196,874,pupuchj,5
196,875,_nnnnnnt,5
196,876,dankids1907,5
196,167,t*****8,5
196,877,hoaruby173,5
196,878,linhkhanh8990,5
196,879,n*****9,5
196,880,9dautay3,5
196,295,d*****9,5
196,881,trangchinh96,5
196,882,anhngoc2512,5
196,883,quynhhtrang11,5
196,884,thangnam_2k,5
196,885,ebozpm4hbt,5
196,886,p*****2,5
196,32,r*****0,5
196,887,lehang81192,5
196,888,k*****g,5
196,889,myhanguyenlichsu,5
196,890,nhuquynh_1310,5
196,891,boyvotinh20bn,5
196,892,nhuquynh.hh1,5
196,893,c*****1,5
196,888,k*****g,5
196,894,hi.thanh,5
196,895,toi.la.toi,5
196,896,6_8cta14py,5
196,736,b*****s,5
196,897,kt_prince,5
196,898,canhcutnho1997,5
196,899,t*****c,5
196,900,hahagiay,5
196,901,thuydung0311,5
196,902,caophuongmai04,5
196,903,doanhung1008,5
196,904,h.hongminh,5
196,905,hanglim123,5
196,906,oannguyntrung,5
196,907,mapdg,5
196,908,d*****2,5
196,909,soitrangchaynang,5
196,910,lamvuthienthu,5
196,582,v*****5,5
196,911,nguyenhuongbn2303,5
196,912,willmmo,5
196,913,longtrank14,5
196,914,dtkllinhlin,5
196,65,p*****8,5
196,40,t*****0,5
196,57,t*****7,5
196,915,yeuvy4289,4
196,916,vuongoanh992,4
196,917,thanh.thoan1,4
196,918,thanhanh101998,4
196,919,dotanduc1997,4
196,920,nguyend8x,4
196,921,nt24497,4
196,922,giangdinhhuy,4
196,923,beoyh9699,4
196,924,tms_222.,4
196,925,c*****5,4
196,926,dongvan86,4
196,927,hoa.nguyen.9595,4
196,928,aznghiep09,4
196,929,6tafv4_1vn,4
196,930,libestore,4
196,931,sonvan2357,4
196,932,oanhchivas,4
196,933,kazuno194,4
196,934,phuongxuanloi,4
196,40,t*****0,4
196,935,banghd90,4
196,936,vietanh11012k,4
196,937,thuong1968,4
196,938,dongta96,4
196,939,minh_hoang_1001,4
196,940,anhhhphiii196,4
196,941,5yppyy058s,4
196,942,bichphuong311296,4
196,943,tranchichon,4
196,944,hanhtk22,4
196,945,duycau286,4
196,946,tich_trung,4
196,947,shopthoitrangnuxinh1234,4
196,948,doantrung140301,4
196,949,linhlee2207,4
196,950,bumbuy1520,4
196,951,tranbalong0512,4
196,952,hinh_xam_trong_tim,4
196,953,thanhha041960,4
196,954,le_minh_quan_334001,4
196,955,hoang.johnny.1504,4
196,956,donaktoan,4
196,957,nam5901,4
196,958,n*****g,4
196,959,dau123567,4
196,960,cuongquy115,4
196,226,t*****u,4
196,961,viet_pllc,4
196,109,h*****2,4
196,962,dao562002,4
196,963,nguyenkhoinguyen0208,4
196,964,nguyenmyan65,4
196,965,xxp74pc7xx,4
196,966,yj5eery12m,3
196,967,thuynguyen1234567880,3
196,968,nguyen123321...,3
196,969,tutankamui,3
196,970,vanbinh95qtm,3
196,971,juliaaacoi,3
196,972,dochu2598,3
196,973,minhkhoa282018,3
196,109,h*****2,3
196,974,joker1029996,3
196,975,thequoc,3
196,976,ngoctran30893,3
196,977,tramy23092001,3
196,978,hau123456abc,3
196,979,trung.2801,3
196,980,kimhien1212,3
196,523,h*****o,3
196,981,jshss,3
196,982,l*****9,2
196,983,minhnhatminh151,2
